Authors,Source,Title,Year,Ni (at.%),Ti (at.%),ev/a (Number of Valence Electrons),composition,Hf (at.%)
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,6.814,Ni46.9Ti33.2Hf19.9 %,19.9
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,46.9,33.2,6.814,Ni46.9Ti33.2Hf19.9 %,19.9
Y. Motemani; P. J. McCluskey; C. Zhao; M. J. Tan and J. J. Vlassak,Acta Materialia,Analysis of Ti–Ni–Hf shape memory alloys by combinatorial nanocalorimetry,2011.0,47.0,38.1,6.82,Ni47.0Ti38.1Hf14.9 %,14.9
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,47.0,43.0,6.82,Ni47.0Ti43.0Hf10.0 %,10.0
J. Beyer and J. H. Mulder,Materials Research Society,Recent developments in high temperature shape memory alloys,1994.0,47.0,33.0,6.82,Ni47.0Ti33.0Hf20.0 %,20.0
V. I. Kolomytsev,Scripta Metallurgica et Materialia,The effect of alloying by 3d; 4d; 5d transition metal klements on martensite transformation temperatures in compound TiNi,1994.0,47.0,52.1,6.82,Ni47.0Ti52.1Hf0.9 %,0.9
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,47.0,43.0,6.82,Ni47.0Ti43.0Hf10.0 %,10.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,47.1,38.2,6.826,Ni47.1Ti38.2Hf14.7 %,14.7
V. I. Kolomytsev,Scripta Metallurgica et Materialia,The effect of alloying by 3d; 4d; 5d transition metal klements on martensite transformation temperatures in compound TiNi,1994.0,47.1,52.0,6.826,Ni47.1Ti52.0Hf0.9 %,0.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,49.6,6.85,Ni47.5Ti49.6Hf2.9 %,2.9
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,47.1,6.85,Ni47.5Ti47.1Hf5.4 %,5.4
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,45.4,6.85,Ni47.5Ti45.4Hf7.1 %,7.1
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,42.7,6.85,Ni47.5Ti42.7Hf9.8 %,9.8
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,40.5,6.85,Ni47.5Ti40.5Hf12.0 %,12.0
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,38.0,6.85,Ni47.5Ti38.0Hf14.5 %,14.5
D. König; R. Zarnetta; A. Savan; H. Brunken and A. Ludwig,Acta Materialia,Phase transformation; structural and functional fatigue properties of Ti–Ni–Hf shape memory thin films,2011.0,47.5,35.5,6.85,Ni47.5Ti35.5Hf17.0 %,17.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,47.5,37.5,6.85,Ni47.5Ti37.5Hf15.0 %,15.0
Y. Motemani; P. J. McCluskey; C. Zhao; M. J. Tan and J. J. Vlassak,Acta Materialia,Analysis of Ti–Ni–Hf shape memory alloys by combinatorial nanocalorimetry,2011.0,47.7,35.1,6.862,Ni47.7Ti35.1Hf17.2 %,17.2
Y. Motemani; P. J. McCluskey; C. Zhao; M. J. Tan and J. J. Vlassak,Acta Materialia,Analysis of Ti–Ni–Hf shape memory alloys by combinatorial nanocalorimetry,2011.0,47.9,33.5,6.874,Ni47.9Ti33.5Hf18.6 %,18.6
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,6.874,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,6.874,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,6.874,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu; J. Miao and L. Zhao,Scripta Materialia,Characterization of a nanocrystalline NiTiHf high temperature shape memory alloy thin film,2005.0,47.9,35.7,6.874,Ni47.9Ti35.7Hf16.4 %,16.4
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008.0,47.9,35.7,6.874,Ni47.9Ti35.7Hf16.4 %,16.4
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992.0,48.0,42.0,6.88,Ni48.0Ti42.0Hf10.0 %,10.0
Y. Tong; F. Chen; B. Tian; L. Li and Y. Zheng,Materials Letters,Microstructure and martensitic transformation of Ti49Ni51−xHfx high temperature shape memory alloys,2009.0,48.0,49.0,6.88,Ni48.0Ti49.0Hf3.0 %,3.0
Y. Tong; Y. Liu and J. Miao,Thin Solid Films,Phase transformation in NiTiHf shape memory alloy thin films,2008.0,48.0,37.7,6.88,Ni48.0Ti37.7Hf14.3 %,14.3
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,46.0,6.88,Ni48.0Ti46.0Hf6.0 %,6.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,39.5,6.88,Ni48.0Ti39.5Hf12.5 %,12.5
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,37.0,6.88,Ni48.0Ti37.0Hf15.0 %,15.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
K. Wu; Z. Pu and Y. Gao,International Conference of Displacive Phase Transformations and their Applications in Materials Engineering,Study of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1996.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,51.0,6.88,Ni48.0Ti51.0Hf1.0 %,1.0
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,44.5,6.88,Ni48.0Ti44.5Hf7.5 %,7.5
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,42.0,6.88,Ni48.0Ti42.0Hf10.0 %,10.0
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,39.5,6.88,Ni48.0Ti39.5Hf12.5 %,12.5
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,32.0,6.88,Ni48.0Ti32.0Hf20.0 %,20.0
Y. Gao; Z. Pu and K. H. Wu,Shape Memory and Superelastic Technologies,TEM Studies of NiTi-Hf and NiTi-Zr High-Temperature Shape Memory Alloys,1997.0,48.0,27.0,6.88,Ni48.0Ti27.0Hf25.0 %,25.0
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995.0,48.0,42.0,6.88,Ni48.0Ti42.0Hf10.0 %,10.0
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,48.3,45.5,6.898,Ni48.3Ti45.5Hf6.2 %,6.2
X. D. Han; R. Wang; Z. Zhang and D. Z. Yang,Acta Materialia,A new precipitate phase in a TiNiHf high temperature shape memory alloy,1998.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
X. D. Han; R. Wang; Z. Zhang and D. Z. Yang,Materials Letters,In situ observations of the reverse martensitic transformations in a TiNiHf high temperature shape memory alloy,1997.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,50.5,6.91,Ni48.5Ti50.5Hf1.0 %,1.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,46.5,6.91,Ni48.5Ti46.5Hf5.0 %,5.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,36.5,6.91,Ni48.5Ti36.5Hf15.0 %,15.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,31.5,6.91,Ni48.5Ti31.5Hf20.0 %,20.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,26.5,6.91,Ni48.5Ti26.5Hf25.0 %,25.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,26.5,6.91,Ni48.5Ti26.5Hf25.0 %,25.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,48.5,26.5,6.91,Ni48.5Ti26.5Hf25.0 %,25.0
